name,price,size,color,rpm,airflow,noise_level,pwm
Iceberg Thermal IceGALE 3-Pack,21,120,Teal,"5,001,850",76,"0,35",TRUE
Iceberg Thermal IceGALE ARGB,13.5,120,Teal / White,"5,002,200",94,"0,38",TRUE
Iceberg Thermal IceGALE ARGB,13.5,120,Black / Teal,"5,002,200",94,"0,38",TRUE
Iceberg Thermal IceGALE ARGB 3-Pack,34.99,120,Black / Teal,"5,002,200",94,"0,38",TRUE
Iceberg Thermal IceGALE ARGB 3-Pack,34.99,120,Teal / White,"5,002,200",94,"0,38",TRUE
Iceberg Thermal IceGALE Lightning ARGB 3-Pack,29.99,120,Black,"2,002,200",76.74,28.9,TRUE
Iceberg Thermal IceGALE Silent 3-Pack,17,120,Black / Blue,1100,30,12.3,FALSE
Iceberg Thermal IceGALE Silent PWM 3-Pack,27,120,Black / Blue,"6,001,600","50,55","20,25",TRUE
Iceberg Thermal IceGALE Xtra,13.5,120,Black / White,"5,003,000",127,"0,44",TRUE
Iceberg Thermal IceGALE Xtra,13.5,120,Gray / White,"5,003,000",127,"0,44",TRUE
Iceberg Thermal IceGALE Xtra,13.5,120,Teal / White,"5,003,000",127,"0,44",TRUE
Iceberg Thermal IceGALE Xtra 3-Pack,29.99,120,Black,"5,003,000",127,"0,44",TRUE
Iceberg Thermal IceGALE Xtra 3-Pack,29.99,120,Gray,"5,003,000",127,"0,44",TRUE
Iceberg Thermal IceGALE Xtra 3-Pack,29.99,120,Teal,"5,003,000",127,"0,44",TRUE
ID-COOLING AF-125,9.99,120,Black,"5,002,000",78.25,29.85,TRUE
ID-COOLING AF-125,,120,White,"5,002,000",78.25,29.85,TRUE
ID-COOLING AF-125 3-Pack,24.99,120,Black,"5,002,000",78.25,29.85,TRUE
ID-COOLING AF-125 3-Pack,24.99,120,White,"5,002,000",78.25,29.85,TRUE
ID-COOLING AF-127-ARGB-K,14.99,120,Black,"5,002,000",78,29.9,TRUE
ID-COOLING AF-127-ARGB-W,14.99,120,White,"5,002,000",78,29.9,TRUE
ID-COOLING AF-ARGB-K 3-Pack,39.99,120,Black,"5,002,000",78,29.9,TRUE
ID-COOLING AF-ARGB-K 3-Pack,39.99,120,White,"5,002,000",78,29.9,TRUE
ID-COOLING AS-120,,120,Black,"3,002,000",58,27.2,TRUE
ID-COOLING AS-140,,120,Black,"3,001,800",72.2,24.9,TRUE
ID-COOLING CRYSTAL 120 WHITE,,120,White,"5,001,500",68.2,"13.8,30.5",TRUE
ID-COOLING DF-12025 3-Pack,,120,Black / White,"9,002,000",56.5,"16.2,31.5",TRUE
ID-COOLING DF-12025 3-Pack,,120,Black / White,"9,002,000",56.5,"16.2,31.5",TRUE
ID-COOLING DF-12025-ARGB,,120,Black,"9,002,000",56.5,"16.2,31.5",TRUE
ID-COOLING DF-12025-ARGB-XT,,120,Black / White,"9,002,000",56.5,"16.2,31.5",TRUE
ID-COOLING DF-12025-RGB-TRIO 3-Pack,,120,Black,"9,002,000",56.5,"16,31.5",TRUE
ID-COOLING FL-12025,,120,White,,45,21,FALSE
ID-COOLING FL-12025,,120,Black / White,1250,45,21,FALSE
ID-COOLING FL-12025K,,120,Black,1250,45,21,FALSE
ID-COOLING NO-12015-XT,21.85,120,Black,"5,002,000",54.6,"13.8,31.2",TRUE
ID-COOLING NO-12015-XT,,120,Black,"5,002,000",54.6,"13.8,31.2",TRUE
ID-COOLING NO-12015-XT ARGB,12.99,120,Gray / Black,"5,002,000",54.6,"13.8,31.2",TRUE
ID-COOLING NO-12015-XT ARGB SNOW,14.99,120,White,"5,002,000",54.6,"13.8,31.2",TRUE
ID-COOLING NO-12025-XT,,120,Black / White,"7,001,800",76.16,"15.2,32.5",TRUE
ID-COOLING SF-12025-B,,120,Black,"7,001,500",62,"18,26.4",TRUE
ID-COOLING SF-12025-G,,120,Black,"7,001,500",62,"18,26.4",TRUE
ID-COOLING SF-12025-R,,120,Black,"7,001,500",62,"18,26.4",TRUE
ID-COOLING SF-12025-RGB 3-Pack,,120,Black / Transparent,"7,001,800",74.5,"18,35.2",TRUE
ID-COOLING SF-12025-W,,120,White,"7,001,500",62,"18,26.4",TRUE
ID-COOLING TF-12015,,120,Black,"5,002,200",67.58,32.3,TRUE
ID-COOLING TF-12015,,120,White,"5,002,200",67.58,32.3,TRUE
ID-COOLING TF-12025,,120,White,"7,001,800",76.16,"15.2,35.2",TRUE
ID-COOLING TF-12025-ARGB,,120,Black / White,"5,001,500",68.2,"13.8,30.5",TRUE
ID-COOLING TF-12025-ARGB REVERSE,,120,,"5,001,500",68.2,"13.8,30.5",TRUE
ID-COOLING TF-12025-ARGB REVERSE,,120,,"5,001,500",63.2,"13.8,30.5",TRUE
ID-COOLING TF-12025-ARGB-SNOW,,120,White,"5,001,500",68.2,"13.8,30.5",TRUE
ID-COOLING TF-12025-ARGB-TRIO 3-Pack,,120,Black / White,"5,001,500",68.2,"13.8,30.5",TRUE
ID-COOLING TF-12025-ARGB-TRIO-SNOW 3-Pack,,120,White,"5,001,500",68.2,"13.8,30.5",TRUE
ID-COOLING TF-12025-BLACK,,120,Black,"7,001,800",76.16,"15.2,35.2",TRUE
ID-COOLING TF-12025-PRO,,120,,"5,001,800",82.5,35.2,TRUE
ID-COOLING TF-12025-PRO,,120,,"5,001,800",82.5,35.2,TRUE
ID-COOLING TF-12025-PRO SW,,120,,"3,001,500",70,28.9,TRUE
ID-COOLING TF-12025-PRO-ARGB,,120,Black,"5,001,800",82.5,35.2,TRUE
ID-COOLING TF-12025-PRO-ARGB,,120,White,"5,001,800",82.5,35.2,TRUE
ID-COOLING TF-12025-PRO-ARGB 3-Pack,,120,Black / White,"5,001,800",82.5,35.2,TRUE
ID-COOLING TF-12025-PRO-ARGB 3-Pack,,120,White,"5,001,800",82.5,35.2,TRUE
ID-COOLING TF-12025-PRO-ARGB REVERSE,,120,,"5,001,800",82.5,35.2,TRUE
ID-COOLING TF-12025-PRO-ARGB REVERSE,,120,,"5,001,800",82.5,35.2,TRUE
ID-COOLING TF-12025-SW,,120,White,"7,001,800",76.16,"15.2,35.2",TRUE
ID-COOLING WF-12025,,120,Black / White,"7,001,800",74.5,"18,35.2",TRUE
ID-COOLING WF-12025-SD-K,,120,Black,1600,60,27.5,FALSE
ID-COOLING WF-12025-SD-W,,120,Black / White,1600,60,27.5,FALSE
ID-COOLING WF-12025-XT-B,,120,Black,"6,002,200",71.2,"14,35",TRUE
ID-COOLING WF-12025-XT-G,,120,Black,"6,002,200",71.2,"14,35",TRUE
ID-COOLING WF-12025-XT-R,,120,Black,"6,002,200",71.2,"14,35",TRUE
ID-COOLING WF-12025-XT-W,,120,Black,"6,002,200",71.2,"14,35",TRUE
ID-COOLING XF-120,,120,,"5,001,500",68.2,"13.8,30.5",TRUE
ID-COOLING XF-120,,120,Black,"7,001,800",76.16,"15.2,35.2",TRUE
ID-COOLING XF-120,,120,,"5,001,500",68.2,"13.8,30.5",TRUE
ID-COOLING XF-12025-ARGB (Single),,120,Black / White,"7,001,500",62,"18,26.4",TRUE
ID-COOLING XF-12025-ARGB-SNOW,,120,White,"7,001,500",62,"18,26.4",TRUE
ID-COOLING XF-12025-ARGB-TRIO 3-Pack,24.99,120,Black / White,"7,001,500",62,"18,26.4",TRUE
ID-COOLING XF-12025-ARGB-TRIO SNOW 3-Pack,,120,White,"7,001,500",62,"18,26.4",TRUE
ID-COOLING XF-12025-RGB (Single),,120,Black / White,"7,001,800",74.5,"18,35.2",TRUE
ID-COOLING XF-12025-RGB-SNOW,,120,White,"7,001,800",74.5,"18,35.2",TRUE
ID-COOLING XF-12025-RGB-TRIO 3-Pack,,120,Black / White,"7,001,800",74.5,"18,35.2",TRUE
ID-COOLING XF-12025-RGB-TRIO-SNOW 3-Pack,,120,White,"7,001,800",74.5,"18,35.2",TRUE
ID-COOLING XF-12025-SD,,120,Black,"7,001,800",74.5,"18,35.2",TRUE
ID-COOLING XF-12025-SD-K,,120,Black,"8,001,500",68.2,"13.8,30.5",TRUE
ID-COOLING XF-12025-SD-W,,120,Black / White,"7,001,800",74.5,"18,35.2",TRUE
ID-COOLING XF-12025-SW,,120,White,"7,001,800",74.5,"18,35.2",TRUE
ID-COOLING ZF,16.98,120,Pink / White,"9,002,000",,"16.3,33.5",TRUE
ID-COOLING ZF-12025,,120,White / Purple,"9,002,000",55.2,"16.3,33.5",TRUE
ID-COOLING ZF-12025,,120,White,"5,001,600",50.5,"16.3,28.5",TRUE
ID-COOLING ZF-12025 Pastel,,120,Pink,"9,002,000",55.2,"16.3,33.5",TRUE
ID-COOLING ZF-12025 Pastel,,120,Blue,"9,002,000",55.2,"16.3,33.5",TRUE
ID-COOLING ZF-12025 Pastel,,120,Green,"9,002,000",55.2,"16.3,33.5",TRUE
ID-COOLING ZF-12025 Pastel,,120,Yellow,"9,002,000",55.2,"16.3,33.5",TRUE
ID-COOLING ZF-12025-ARGB-TRIO-SNOW 3-Pack,,120,White,"5,001,600",50.5,"16.3,28.5",TRUE
In Win AURORA 3-Pack,,120,Black / Red,"8,002,000","40.26,57.64","23.7,39.2",TRUE
In Win AURORA 3-Pack,,120,Black / White,"8,002,000","40.26,57.64","23.7,39.2",TRUE
In Win CROWN AC120 2-Pack,,120,Black / Clear,"5,001,600",53.08,"14.7,28.3",TRUE
In Win Jupiter AJ120,,120,Black,"5,001,800",70.32,35,TRUE
In Win Jupiter AJ120 3-Pack,,120,Black,"5,001,800",70.32,35,TRUE
In Win Luna AL120,,120,Black / White,"6,001,800",82.96,25,TRUE
In Win Luna AL120 3-Pack,27.67,120,Black / White,"6,001,800",82.96,25,TRUE
In Win MARS,,120,Black / Red,"6,001,400",38.73,25,TRUE
In Win MARS,,120,Black,"6,001,400",38.73,25,TRUE
In Win Mercury AM120S,16.86,120,Black / White,"4,002,000",60.71,"17,29",TRUE
In Win Mercury AM120S 3-Pack,36.58,120,Black / White,"4,002,000",60.71,"17,29",TRUE
In Win Neptune AN120 3-Pack,26.48,120,Black / White,"9,002,200","23.87,60.1",20.5,TRUE
In Win Neptune DN120,21.73,120,Black,"9,002,200","23.87,60.1",20.5,TRUE
In Win Neptune DN120 Pro,16.09,120,Black / Red,"9,002,200","24.15,60.56",20.3,TRUE
In Win Polaris 2-Pack,,120,Black / Translucent White,"5,001,280",43.31,20.2,TRUE
In Win Saturn ASN120,,120,White / Black,"5,001,800",,,TRUE
In Win Saturn ASN120 3-Pack,42.43,120,White / Black,"5,001,800",,,TRUE
In Win Sirius Extreme ASE120P,,120,Black,"4,001,500",54,"21,25",TRUE
In Win Sirius Extreme ASE120P 3-Pack,31.98,120,Black,"4,001,500",54,"21,25",TRUE
In Win Sirius Extreme Pure ASE120P,,120,White,"4,001,500",54,"21,25",TRUE
In Win Sirius Extreme Pure ASE120P 3-Pack,73.07,120,White,"4,001,500",54,"21,25",TRUE
In Win Sirius Loop ASL,,120,Black,"5,001,800",50,27,TRUE
In Win Sirius Loop ASL,,120,Black,"5,001,800",50,27,TRUE
In Win Sirius Loop ASL 3-Pack,30,120,Black,"5,001,800",50,27,TRUE
In Win Sirius Pure ASP120-1PK,,120,White,"5,001,800",50,"13,27",TRUE
In Win Sirius Pure ASP120-3PK 3-Pack,,120,White,"5,001,800",50,"13,27",TRUE
Insignia NS-PCF1250,,120,Black,1200,44,22.5,FALSE
Jonsbo ZG 3-Pack,,120,Black,"5,001,500","20.1,60.45","23.8,29.3",TRUE
Jonsbo ZG 3-Pack,,120,White,"5,001,500","20.1,60.45","23.8,29.3",TRUE
Jonsbo ZG-R 3-Pack,,120,White,"5,001,500","20.1,61.7","23.8,36.8",TRUE
Jonsbo ZG-R 3-Pack,,120,Black,"5,001,500","20.1,61.7","23.8,36.8",TRUE
Kingwin CF-012LB,6.7,120,Black,950,40,19,FALSE
Kingwin CF-012LBR,,120,Red / Black,950,40,19,FALSE
Kingwin CF-012LBW,,120,Black / White,950,40,19,FALSE
Kingwin CFGN-012LB,,120,Clear,950,40,19,FALSE
Kingwin CFMC-012LB,,120,Clear,950,40,19,FALSE
Kingwin CFR-012LB,,120,Clear,950,40,19,FALSE
Kingwin CFW-012LB,,120,Clear,950,40,19,FALSE
Kingwin CFY-012LB,16.98,120,Transparent,950,40,19,FALSE
KOLINK Classic,,120,Black,1500,52.15,21.6,TRUE
KOLINK UMBRA,,120,Black,1500,35,17.8,TRUE
KOLINK UMBRA VOID,,120,Black,1500,41,19.6,TRUE
KOLINK UMBRA VOID PRO,,120,Black,"8,001,800",57.2,"19.4,30",TRUE
KOLINK UMBRA X,,120,Black,"6,001,600",61,24,TRUE
KOLINK UMBRA X 3-Pack,,120,Black,"6,001,600",61,24,TRUE
LC-Power LC-CF-120-PRO,,120,Translucent Black,"5,001,200","27.6,68.4","60.8,14.6",TRUE
LEPA Casino,,120,Transparent,"6,001,600","24.85,63.91","15,25",TRUE
LEPA Casino,,120,Transparent,"6,001,600","24.85,63.91","15,25",TRUE
LEPA LP70D12R,,120,Black,1600,,24,FALSE
LEPA LP-BOL12P-BL,,120,Black,"6,001,600",81.45,"8,18",TRUE
LEPA LP-BOL12P-R,,120,Black,"6,001,600",81.45,"8,18",TRUE
LEPA LP-BOL12R,,120,Black,1600,81.45,18,FALSE
LEPA LPCP12N-BL,,120,Transparent,900,40.18,16,FALSE
LEPA LPCP12N-R,,120,Transparent,900,40.18,16,FALSE
LEPA Vortex,,120,Transparent,"6,001,600","24.85,63.91","15,25",TRUE
Lian Li Bora 3-Pack,,120,Black / White,"8,002,050",57.2,,TRUE
Lian Li Bora Lite 3-Pack,,120,Black,"9,001,500",48.31,28.2,TRUE
Lian Li Bora Lite 3-Pack,,120,Silver,"9,001,500",48.31,28.2,TRUE
Lian Li ST120 3-Pack,44.79,120,Black,"8,001,900",69.17,32,TRUE
Lian Li ST120 3-Pack,39.3,120,White,"8,001,900",69.17,32,TRUE
Lian Li Uni Fan AL,99.99,120,Black,"8,001,900",64.5,"17,28.3",TRUE
Lian Li Uni Fan AL,29.99,120,White,"8,001,900",64.5,"17,28.3",TRUE
Lian Li UNI FAN AL120 3-Pack,97.68,120,Black,"8,001,900",64.5,"17,28.3",TRUE
Lian Li UNI FAN AL120 V2,17.99,120,White,"2,502,000",77.3,28.7,TRUE
Lian Li UNI FAN AL120 V2,27.99,120,Black,"2,502,000",77.3,28.7,TRUE
Lian Li UNI FAN AL120 V2 3-Pack,74.56,120,Black,"2,502,000",77.3,28.7,TRUE
Lian Li UNI FAN AL120 V2 3-Pack,64,120,White,"2,502,000",77.3,28.7,TRUE
Lian Li UNI FAN AL360 3-Pack,79.98,120,White,"8,001,900",64.5,"17,28.3",TRUE
Lian Li UNI FAN P28,19.89,120,Black,"2,002,600","44.94,92","20.4,32.1",TRUE
Lian Li UNI FAN P28,18.89,120,White,"2,002,600","44.94,92","20.4,32.1",TRUE
Lian Li UNI FAN P28 3-Pack,56.9,120,Black,"2,002,600","44.94,92","20.4,32.1",TRUE
Lian Li UNI FAN P28 3-Pack,48,120,White,"2,002,600","44.94,92","20.4,32.1",TRUE
Lian Li UNI FAN SL V2,26.99,120,Black / Silver,"2,502,000",64.5,29.2,TRUE
Lian Li UNI FAN SL V2,26.99,120,White / Silver,"2,502,000",64.5,29.2,TRUE
Lian Li UNI FAN SL V2 120 5-Pack,129.99,120,White,"2,502,000",64.5,29.2,TRUE
Lian Li UNI FAN SL V2 120 5-Pack,129.99,120,Black,"2,502,000",64.5,29.2,TRUE
Lian Li UNI FAN SL V2 120 Reverse,25,120,Black,"2,502,000",65.4,32,TRUE
Lian Li UNI FAN SL V2 120 Reverse,26,120,White,"2,502,000",65.4,32,TRUE
Lian Li UNI FAN SL V2 3-Pack,82.99,120,White / Silver,"2,502,000",64.5,29.2,TRUE
Lian Li UNI FAN SL V2 3-Pack,77.99,120,Black / Silver,"2,502,000",64.5,29.2,TRUE
Lian Li UNI FAN SL-INF Reverse Blade,35.72,120,White / Black,"2,002,100",63.6,32,TRUE
Lian Li UNI FAN SL-INF Reverse Blade,29.99,120,White,"2,002,100",63.6,32,TRUE
Lian Li Uni Fan SL-Infinity,29.99,120,Black,,"0,61.3","0,29",TRUE
Lian Li Uni Fan SL-Infinity,26.99,120,White,,"0,61.3","0,29",TRUE
Lian Li Uni Fan SL-Infinity 3-Pack,84,120,Black,,"0,61.3","0,29",TRUE
Lian Li Uni Fan SL-Infinity 3-Pack,83.9,120,White,,"0,61.3","0,29",TRUE
Lian Li UNI FAN TL 120 3-Pack,109,120,Black,"2,002,600",90.1,33,FALSE
Lian Li UNI FAN TL 120 3-Pack,101.99,120,White,"2,002,600",90.1,33,FALSE
Lian Li UNI FAN TL 120 Reverse Blade 3-Pack,109.99,120,White,"2,002,300",83.4,34,FALSE
Lian Li UNI FAN TL 120 Reverse Blade 3-Pack,109.99,120,Black,"2,002,300",83.4,34,FALSE
Lian Li UNI FAN TL LCD 120 3-Pack,149.99,120,White,,90.1,33,TRUE
Lian Li UNI FAN TL LCD 120 3-Pack,145,120,Black,,90.1,33,TRUE
Lian Li UNI FAN TL LCD 120 Reverse Blade 3-Pack,141.99,120,Black,,83.4,34,TRUE
Lian Li UNI FAN TL LCD 120 Reverse Blade 3-Pack,134.99,120,White,,83.4,34,TRUE
Lian Li UNI SL120,36.42,120,White,"8,001,900",58.54,"17,31",TRUE
Lian Li UNI SL120,35.67,120,Black,"8,001,900",58.54,"17,31",TRUE
Lian Li UNI SL120 3-Pack,98.98,120,Black,"8,001,900",58.54,"17,31",TRUE
Lian Li UNI SL120 3-Pack,,120,White,"8,001,900",58.54,"17,31",TRUE
Logisys CF120BL,9.99,120,Clear,"18,002,000",69.15,39.29,FALSE
Logisys CF120DCA,,120,Black,1500,57.91,26.6,FALSE
Logisys CF120GB,,120,Green,,44.71,26,FALSE
Logisys CF120GN,8.99,120,Transparent,"18,002,000",69.15,39.29,FALSE
Logisys CF120RD,,120,Clear,"18,002,000",69.15,39.29,FALSE
Logisys SF120,,120,Blue,1500,70.5,"17.6,27.8",FALSE
MagniumGear Skiron,,120,Black,1500,50,29,TRUE
MagniumGear Skiron,,120,Black / White,1500,50,29,TRUE
MagniumGear Skiron,,120,Black / White,1500,50,29,TRUE
Mars Gaming MFRGBKIT 3-Pack,,120,Black,1200,45.2,18,FALSE
Masscool BLD12025S1M,,120,Transparent,2000,79.8,38,FALSE
Masscool BLD-12025V1,,120,Clear,1500,60,23.5,FALSE
Masscool BLD-12025V1G,,120,Black,1500,60,23.5,FALSE
Masscool BLD-12025V1R,,120,Red,1500,60,23.5,FALSE
Masscool FD12025B1H3/4,,120,Black,2200,81.02,25,FALSE
Masscool FD12025B1L3/4,,120,Black,1500,52.05,25,FALSE
Masscool FD12025S1L3/4,,120,Black,1500,52.05,25,FALSE
Masscool FD12038S1M3/4,,120,Black,2700,107.54,41.51,FALSE
Masscool FDV12025L1L34,,120,Red,1500,52.05,25,FALSE
Masscool FDVB12025L1L,,120,Blue,1500,52.05,25,FALSE
Montech AX120,9.9,120,Black,"8,001,600",59,27,TRUE
Montech AX120,12.9,120,White,"8,001,600",59,27,TRUE
Montech METAL 120 PWM,,120,Black,"8,001,950",69,26,TRUE
Montech RX120,12.9,120,Black,"8,001,600",59,27,TRUE
Montech RX120,12.9,120,White,"8,001,600",59,27,TRUE
MSI MAG MAX F12A-3 3-Pack,,120,Black,"6,001,500","8,40.1","20,28",TRUE
MSI MAG MAX F12A-3H 3-Pack,,120,Black,"6,001,500","8,40.1","20,28",TRUE
MSI MPG EZ120,,120,Black,,"0,73.82","0,28.82",TRUE
MSI MPG EZ120,,120,White,,"0,73.82","0,28.82",TRUE
MSI MPG EZ120 3-Pack,,120,Black,,"0,73.82","0,28.82",TRUE
MSI MPG EZ120 3-Pack,,120,White,,"0,73.82","0,28.82",TRUE
MSI MPG F120 ARGB-2B 2-Pack,36,120,Black,"6,001,200",50.79,25.7,TRUE
MSI MPG F120 ARGB-2W 2-Pack,26,120,White,"6,001,200",50.79,25.7,TRUE
MSI Torx,98.75,120,Black / Red,"5,001,800","19.79,71.27","17.2,33.6",TRUE
Nanoxia Deep Silence,,120,Black / Green,"6,501,400",67.3,16.89,TRUE
Nanoxia Deep Silence,,120,Black / Green,"11,001,800","34.7,72.1","12.2,19.89",FALSE
Nanoxia Deep Silence,,120,Black / Green,"7,001,000","24.8,55.4","8.1,12.8",FALSE
Nanoxia Deep Silence,,120,Black / Green,"9,001,300","26.5,60.1","8.6,14.2",FALSE
Nexus D12SL-12,18.18,120,Black / White,1000,36.86,18,FALSE
Nexus D12SL-12BL,,120,Clear,1000,36.86,18,FALSE
Nexus D12SL-12PWM,13.03,120,Clear,2000,76,"15.5,26.9",TRUE
Nexus D12SL-12WL,7.39,120,Clear,1000,36.86,18,FALSE
Nidec Servo Gentle Typhoon,23.95,120,Black / Gray,"9,002,150","20,68","15,34",TRUE
Noctua A12x15 FLX,21.95,120,Brown,"9,501,850","27.37,55.44","10.2,23.9",FALSE
Noctua A12x15 PWM,21.95,120,Brown,"4,501,850","41.67,55.44","16.8,23.9",TRUE
Noctua A12x15 PWM chromax.black.swap,26.95,120,Black / Multicolor,"4,501,850",55.44,23.9,TRUE
Noctua A12x25 FLX,32.95,120,Brown,"13,502,000","37.96,60.09","14.2,22.6",FALSE
Noctua A12x25 PWM,32.95,120,Brown,"4,502,000","49.73,60.1","18.8,22.6",TRUE
Noctua A12x25 ULN,32.95,120,Brown,"9,001,200","23.19,32.78","7.6,12.1",FALSE
Noctua F12 industrialPPC-2000,27.91,120,Brown / Black,2000,71.69,29.7,FALSE
Noctua F12 industrialPPC-2000 IP67 PWM,27.95,120,Brown / Black,"4,502,000",71.69,29.7,TRUE
Noctua F12 industrialPPC-2000 PWM,27.95,120,Brown / Black,"4,502,000",71.69,29.7,TRUE
Noctua F12 industrialPPC-3000 PWM,27.95,120,Brown / Black,"7,503,000",109.89,43.5,TRUE
Noctua F12 PWM,21.78,120,Brown,"3,001,500","43.73,54.97","18.6,22.4",TRUE
Noctua F12 PWM chromax.black.swap,24.75,120,Multicolor,"3,001,500",54.97,22.4,TRUE
Noctua NF-A12x25 PWM chromax.black.swap,34.95,120,Black,"4,502,000",60.09,22.6,TRUE
Noctua P12 PWM,27.95,120,Brown,"9,001,300",,"12.6,19.8",TRUE
Noctua P12 redux-1300,14.95,120,Gray,1300,54.32,19.8,FALSE
Noctua P12 redux-1300 PWM,14.95,120,Gray,"3,001,300",54.32,19.8,TRUE
Noctua P12 redux-1700 PWM,15.95,120,Gray,"4,501,700",70.75,25.1,TRUE
Noctua P12 redux-900,14.95,120,Gray,900,37.31,12.6,FALSE
Noctua P12-1300,27.82,120,Brown,"9,001,300","37.33,54.36","12.6,19.8",FALSE
Noctua S12A FLX,21.95,120,Brown,"7,001,200",,"7.4,17.8",FALSE
Noctua S12A PWM,21.95,120,Brown,"3,001,200",,"10.7,17.8",TRUE
Noctua S12A PWM chromax.black.swap,22.9,120,Multicolor,"3,001,200",63.27,17.8,TRUE
Noctua S12A ULN,21.95,120,Brown,"600,800",,"6.7,8.6",FALSE
Noctua S12B FLX,,120,Brown,"6,001,200","28.95,59.21","6,18.1",FALSE
Noctua S12B redux-1200,14.95,120,Black / Gray,1200,59.1,18.1,FALSE
Noctua S12B redux-1200 PWM,14.95,120,Black / Gray,"4,001,200",59.1,18.1,TRUE
Noctua S12B redux-700,13.95,120,Black / Gray,700,33.49,6.8,FALSE
NoiseBlocker BlackSilentFan X-1,,120,Translucent Blue,1000,40.61,13,FALSE
NoiseBlocker BlackSilentFan X-2,,120,Translucent Blue,1500,57.68,24,FALSE
NoiseBlocker BlackSilentFan X-P,,120,Translucent Blue,2000,75.33,31,TRUE
NoiseBlocker BlackSilentPro P-1,,120,Black,900,40.02,12,FALSE
NoiseBlocker BlackSilentPro P-2,,120,Black,1400,56.5,23,FALSE
NoiseBlocker BlackSilentPro P-P,14.99,120,Black,1500,58.85,24,TRUE
NoiseBlocker ELoop B,29.66,120,Black / White,"4,001,500",58.1,21.2,TRUE
NoiseBlocker ELoop B,,120,White,1300,51.14,17,FALSE
NoiseBlocker ELoop B,,120,White,2000,77.92,28,TRUE
NoiseBlocker ELoop B,29.95,120,White,1900,71.33,27,FALSE
NoiseBlocker ELoop B,27.31,120,White,800,33.72,8,FALSE
NoiseBlocker ELoop B,,120,White,1500,58.09,21,TRUE
NoiseBlocker ELoop B,,120,White,2400,88.46,34,FALSE
NoiseBlocker Multiframe,,120,Translucent Gray,1500,58.85,23,TRUE
NoiseBlocker Multiframe,,120,Translucent Gray,2000,78.28,29,TRUE
NoiseBlocker Multiframe,,120,Translucent Gray,1800,72.98,27,FALSE
NoiseBlocker Multiframe,,120,Translucent Gray,1250,51.2,16,FALSE
NoiseBlocker Multiframe,,120,Translucent Gray,750,34.13,8,FALSE
NoiseBlocker NB-ELOOP X ARGB,26.95,120,Black,,"0,58.09","0,21.2",TRUE
NoiseBlocker NB-ELOOP X ARGB,34.33,120,White,,"0,58.09","0,21.2",TRUE
NoiseBlocker NB-ELOOP X ARGB,29.95,120,Black,,"0,109.47","0,28.4",TRUE
NoiseBlocker NB-ELOOP X ARGB,37.13,120,White,,"0,77.93","0,28.4",TRUE
NZXT Aer F,,120,Black,"5,001,500","21.01,63.02","22,31",TRUE
NZXT Aer F 2-Pack,,120,Black,"5,001,500","21.01,63.02","22,31",TRUE
NZXT Aer P,,120,Black,"5,002,000","18.28,73.11","21,36",TRUE
NZXT Aer RGB,,120,Black,"5,001,500","20,61.4","22,31",TRUE
NZXT AER RGB 2,,120,Black,"5,001,500","17.48,52.44","22,33",TRUE
NZXT AER RGB 2,,120,White,"5,001,500","17.48,52.44","22,33",TRUE
NZXT AER RGB 2 2-Pack,,120,Black,"5,001,500","17.48,52.44","22,33",TRUE
NZXT AER RGB 2 3-Pack,,120,Black,"5,001,500","17.48,52.44","22,33",TRUE
NZXT AER RGB 2 3-Pack,,120,White,"5,001,500","17.48,52.44","22,33",TRUE
NZXT AER RGB 2 3-Pack,,120,Black,"5,001,500","17.48,52.44","22,33",TRUE
NZXT Aer RGB 3-Pack,,120,Black,"5,001,500","20,61.4","22,31",TRUE
NZXT Air Flow,12.99,120,Clear,1200,59.1,26.8,FALSE
NZXT Air Flow,12.99,120,Clear,1200,59.1,26.8,FALSE
NZXT Air Flow,,120,White,1200,59.1,26.8,FALSE
NZXT F120 RGB,24.99,120,White,"5,001,800","13.94,50.18","17.2,27.5",TRUE
NZXT F120 RGB,24.99,120,Black,"5,001,800","13.94,50.18","17.2,27.5",TRUE
NZXT F120 RGB 3-Pack,77.33,120,White,"5,001,800","13.94,50.18","17.2,27.5",TRUE
NZXT F120 RGB 3-Pack,77.33,120,Black,"5,001,800","13.94,50.18","17.2,27.5",TRUE
NZXT F120 RGB Core,,120,White,"5,001,800",78.86,33.88,TRUE
NZXT F120 RGB Core,,120,Black,"5,001,800",78.86,33.88,TRUE
NZXT F120 RGB Core 3-Pack,69.99,120,White,"5,001,800",78.86,33.88,TRUE
NZXT F120 RGB Core 3-Pack,69.99,120,Black,"5,001,800",78.86,33.88,TRUE
NZXT F120 RGB DUO,42.98,120,Black,"5,001,800",48.58,29,TRUE
NZXT F120 RGB DUO,32.99,120,White,"5,001,800",48.58,29,TRUE
NZXT F120 RGB DUO 3-Pack,93.99,120,Black,"5,001,800",48.58,29,TRUE
NZXT F120 RGB DUO 3-Pack,114.99,120,White,"5,001,800",48.58,29,TRUE
NZXT F120P,24.98,120,Black,"5,001,800","21.67,78.02","17.9,30.6",TRUE
NZXT F120P,20.98,120,White,"5,001,800","21.67,78.02","17.9,30.6",TRUE
NZXT F120Q,24.98,120,Black,"5,001,200","27.77,64","16.7,22.5",TRUE
NZXT F120Q,24.98,120,White,"5,001,200","27.77,64","16.7,22.5",TRUE
